"pattern"	"G527_1_P1A11_feces_S1"	"G527_10_P1A26_feces_S10"	"G527_11_P1A28_feces_S11"	"G527_12_P1A29_feces_S12"	"G527_13_P1A4_feces_S13"	"G527_14_P1A7_feces_S14"	"G527_15_P1A8_feces_S15"	"G527_16_P1A9_feces_S16"	"G527_17_P1A11_rumen_S17"	"G527_18_P1A13_rumen_S18"	"G527_19_P1A14_rumen_S19"	"G527_2_P1A13_feces_S2"	"G527_20_P1A19_rumen_S20"	"G527_21_P1A2_rumen_S21"	"G527_22_P1A20_rumen_S22"	"G527_23_P1A218_rumen_S23"	"G527_24_P1A22_rumen_S24"	"G527_25_P1A24_rumen_S25"	"G527_26_P1A25_rumen_S26"	"G527_27_P1A26_rumen_S27"	"G527_28_P1A29_rumen_S28"	"G527_29_P1A4_rumen_S29"	"G527_3_P1A14_feces_S3"	"G527_30_P1A7_rumen_S30"	"G527_31_P1A8_rumen_S31"	"G527_32_P1A9_rumen_S32"	"G527_33_P1A11_SNP_S33"	"G527_34_P1A13_SNP_S34"	"G527_35_P1A14_SNP_S35"	"G527_36_P1A19_SNP_S36"	"G527_37_P1A2_SNP_S37"	"G527_38_P1A20_SNP_S38"	"G527_39_P1A22_SNP_S39"	"G527_4_P1A19_feces_S4"	"G527_40_P1A24_SNP_S40"	"G527_41_P1A25_SNP_S41"	"G527_42_P1A26_SNP_S42"	"G527_43_P1A28_SNP_S43"	"G527_44_P1A29_SNP_S44"	"G527_45_P1A4_SNP_S45"	"G527_46_P1A7_SNP_S46"	"G527_47_P1A8_SNP_S47"	"G527_48_P1A9_SNP_S48"	"G527_49_2019_DNA_S49"	"G527_5_P1A2_feces_S5"	"G527_50_P2A1_feces_S50"	"G527_51_P2A10_feces_S51"	"G527_52_P2A14_feces_S52"	"G527_53_P2A16_feces_S53"	"G527_54_P2A18_feces_S54"	"G527_55_P2A19_feces_S55"	"G527_56_P2A20_feces_S56"	"G527_57_P2A21_feces_S57"	"G527_58_P2A22_feces_S58"	"G527_59_P2A26_feces_S59"	"G527_6_P1A20_feces_S6"	"G527_60_P2A27_feces_S60"	"G527_61_P2A28_feces_S61"	"G527_62_P2A29_feces_S62"	"G527_63_P2A7_feces_S63"	"G527_64_P2A9_feces_S64"	"G527_65_P2A1_rumen_S65"	"G527_66_P2A10_rumen_S66"	"G527_67_P2A14_rumen_S67"	"G527_68_P2A16_rumen_S68"	"G527_69_P2A18_rumen_S69"	"G527_7_P1A22_feces_S7"	"G527_70_P2A19_rumen_S70"	"G527_71_P2A20_rumen_S71"	"G527_72_P2A21_rumen_S72"	"G527_73_P2A22_rumen_S73"	"G527_74_P2A26_rumen_S74"	"G527_75_P2A27_rumen_S75"	"G527_76_P2A28_rumen_S76"	"G527_77_P2A29_rumen_S77"	"G527_78_P2A1_SNP_S78"	"G527_79_P2A10_SNP_S79"	"G527_8_P1A24_feces_S8"	"G527_80_P2A14_SNP_S80"	"G527_81_P2A16_SNP_S81"	"G527_82_P2A18_SNP_S82"	"G527_83_P2A19_SNP_S83"	"G527_84_P2A20_SNP_S84"	"G527_85_P2A21_SNP_S85"	"G527_86_P2A22_SNP_S86"	"G527_87_P2A26_SNP_S87"	"G527_88_P2A27_SNP_S88"	"G527_89_P2A28_SNP_S89"	"G527_9_P1A25_feces_S9"	"G527_90_P2A29_SNP_S90"	"G527_91_P2A7_SNP_S91"	"G527_92_P2A9_SNP_S92"	"G527_93_NoTemplate-DNAextraction1_S93"	"G527_94_NoTemplate-DNAextraction2_S94"	"G527_95_MockCommunity_S95"	"G527_96_NoTemplate-LibraryPrep_S96"
"Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTB"	1495	5	863	639	10	22	6	20	0	0	0	20	0	0	0	5	0	2	3	0	0	0	49	0	1	0	0	0	0	0	0	0	1	18	0	0	0	11	0	0	0	0	0	0	22	8	10	2	2	27	15	6	24	3	12	17	2	8	6	3	5	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	18	0	0	0	5	0	464	0
"Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC"	1852	0	1090	738	1	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	1	3	0	0	2	0	0	0	0	0	0	0	2	0	0	0	12	0	0	0	0	0	0	7	0	7	0	0	27	22	0	7	3	6	0	4	4	8	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	346	0
"Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS"	3924	0	2237	1546	0	0	0	0	2	2	0	0	0	4	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	12	0	0	0	0	0	0	46	6	20	0	4	68	36	0	28	4	6	2	4	14	8	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	870	0
"Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR"	681	0	422	308	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	6	0	0	12	5	0	11	2	2	0	3	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
"Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOR"	2	1	14	8	13	19	3	0	1	5	0	11	1	2	1	0	2	1	1	1	2	0	7	4	1	1	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	2	0	2	4	4	3	2	1	2	0	0	0	0	0	36	0	0	0	1	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
"Metals|Cadmium_resistance|Cadmium_resistance_regulator|CADR"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Metals|Chromium_resistance|Chromium_resistance_protein|CHRA"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Metals|Chromium_resistance|Chromium_resistance_protein|CHRR"	13	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Metals|Chromium_resistance|Chromium_resistance_protein|NFSA"	1335	0	466	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	6	0	0	15	10	1	11	0	3	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	246	0
"Metals|Chromium_resistance|Chromium_resistance_protein|RECG"	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Metals|Cobalt_resistance|Cobalt_transporting_ATPase|CORT"	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	2	0	1	0	1	4	1	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Metals|Copper_resistance|Copper_resistance_protein|ACTPC"	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Metals|Copper_resistance|Copper_resistance_protein|CINA"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0
"Metals|Copper_resistance|Copper_resistance_protein|COPA"	8891	0	3441	2788	8	15	5	4	6	2	2	3	0	1	0	18	8	2	6	7	6	4	20	2	2	0	0	0	0	0	0	0	7	6	0	0	0	18	0	0	0	0	0	2	36	6	29	3	4	104	64	15	49	19	20	5	24	24	39	8	13	0	0	1	0	0	3	2	4	2	2	10	0	0	4	0	2	17	0	0	0	0	0	0	0	0	0	0	6	0	0	0	39	2	2658	0
"Metals|Copper_resistance|Copper_resistance_protein|COPB"	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Metals|Copper_resistance|Copper_resistance_protein|COPD"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Metals|Copper_resistance|Copper_resistance_protein|COPF"	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Metals|Copper_resistance|Copper_resistance_protein|COPG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
"Metals|Copper_resistance|Copper_resistance_protein|CTPG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Metals|Copper_resistance|Copper_resistance_protein|CTPV"	6	0	2	0	2	0	2	4	6	14	0	0	0	0	6	2	10	6	4	24	22	2	4	6	8	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	4	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Metals|Copper_resistance|Copper_resistance_protein|CUEO"	2589	0	1199	850	2	0	0	0	0	1	0	0	0	1	0	0	0	2	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	9	0	14	0	2	39	12	4	33	4	5	0	2	7	8	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	10	0	494	0
"Metals|Copper_resistance|Copper_resistance_protein|CUEP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0
"Metals|Copper_resistance|Copper_resistance_protein|CUTA"	764	1	372	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	12	6	0	3	0	3	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	237	0
"Metals|Copper_resistance|Copper_resistance_protein|CUTC"	2588	0	824	667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	16	0	10	2	0	28	16	2	10	0	2	0	0	4	6	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	497	0
"Metals|Copper_resistance|Copper_resistance_protein|CUTE"	2522	0	879	776	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	6	2	9	0	0	19	15	4	17	1	2	0	2	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	545	0
"Metals|Copper_resistance|Copper_resistance_protein|CUTF"	1174	0	488	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	6	0	0	12	20	0	6	4	1	0	0	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	254	0
"Metals|Copper_resistance|Copper_resistance_protein|DNAK"	70	44	124	60	250	136	28	120	106	102	68	102	32	178	82	108	118	44	60	136	232	24	192	40	92	80	0	0	0	0	0	0	2	102	4	0	0	0	0	0	0	0	0	0	298	56	44	16	6	26	14	94	36	66	24	168	74	48	40	42	78	8	0	0	2	18	154	8	18	2	2	14	10	12	14	0	14	88	18	0	0	0	0	2	0	0	4	0	192	0	0	0	0	0	0	0
"Metals|Copper_resistance|Copper_resistance_protein|HPCOPA"	0	0	2	0	0	2	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Metals|Copper_resistance|Copper_resistance_protein|PCOA"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Metals|Copper_resistance|Copper_resistance_protein|PCOB"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Metals|Copper_resistance|Copper_resistance_protein|PCOC"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Metals|Copper_resistance|Copper_resistance_protein|PCOD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Metals|Copper_resistance|Copper_resistance_protein|TCRA"	1	0	0	7	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
"Metals|Copper_resistance|Copper_resistance_protein|TCRB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Metals|Copper_resistance|Copper_resistance_protein|TCRY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"Metals|Copper_resistance|Copper_resistance_protein|YCNJ"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	917	0
"Metals|Copper_resistance|Copper_resistance_protein|YFMO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0
"Metals|Copper_resistance|Copper_resistance_regulator|BHSA"	480	0	153	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	5	1	6	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	98	0
"Metals|Copper_resistance|Copper_resistance_regulator|COMR"	981	0	328	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	7	1	0	6	7	0	2	1	4	0	1	7	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	200	0
"Metals|Copper_resistance|Copper_resistance_regulator|COPR"	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	107	0
"Metals|Copper_resistance|Copper_resistance_regulator|COPS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
"Metals|Copper_resistance|Copper_resistance_regulator|COPY"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Metals|Copper_resistance|Copper_resistance_regulator|COPZ"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0
"Metals|Copper_resistance|Copper_resistance_regulator|CORR"	0	0	0	0	0	0	1	2	10	11	33	0	6	30	8	18	12	8	9	12	7	4	1	7	16	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	2	5	1	0	3	1	4	0	0	1	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"Metals|Copper_resistance|Copper_resistance_regulator|CSOR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
"Metals|Copper_resistance|Copper_resistance_regulator|CUER"	834	0	269	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	8	5	0	4	1	2	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0
"Metals|Copper_resistance|Copper_resistance_regulator|PCOR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
"Metals|Copper_resistance|Copper_resistance_regulator|PCOS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"Metals|Copper_resistance|Copper_resistance_regulator|YCNK"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0
"Metals|Copper_resistance|Copper_resistance_regulator|YFMP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
"Metals|Gold_resistance|Gold_resistance_regulator|GOLS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0
"Metals|Iron_resistance|Iron_resistance_protein|ACN"	34	6	162	38	40	68	10	22	0	2	2	36	2	4	0	2	2	2	0	2	14	4	50	2	0	4	0	0	2	0	2	0	0	70	0	0	0	0	0	0	0	0	0	0	10	14	22	6	4	10	8	12	14	14	2	32	38	8	12	20	84	0	0	0	2	0	36	0	0	4	0	0	2	0	4	0	0	68	0	0	0	0	0	6	0	4	0	0	50	2	0	0	0	0	68	0
"Metals|Iron_resistance|Iron_resistance_protein|YBTP"	3	0	29	5	0	3	0	0	2	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	8	0	0	4	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Metals|Iron_resistance|Iron_resistance_protein|YBTQ"	1	0	23	4	0	0	0	0	0	3	0	0	1	1	0	0	0	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
