"pattern"	"count"	"nhits"	"sample"
"Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR"	12	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA"	11	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB"	32	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ACTP"	2	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CUID"	4	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF"	45	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|RUVB"	2	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA"	11	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB"	8	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YCHH"	3	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW"	7	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN"	14	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YIEF"	12	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YJAA"	2	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YODB"	4	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT"	20	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS"	12	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD"	93	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA"	13	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB"	26	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC"	37	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA"	13	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER"	10	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES"	32	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI"	16	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK"	42	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA"	3	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR"	30	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA"	26	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB"	48	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD"	64	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK"	37	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY"	30	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN"	24	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA"	56	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG"	22	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH"	11	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM"	34	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR"	13	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS"	146	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA"	21	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB"	47	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE"	24	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF"	94	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRB"	2	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|BEPE"	1	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|BEPG"	1	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE"	27	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF"	42	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN"	25	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO"	35	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP"	25	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXB"	2	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXD"	1	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXF"	4	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXN"	1	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXQ"	1	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB"	33	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEB"	2	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEX"	2	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEY"	12	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME"	6	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation"	15	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS"	14	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR"	128	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP"	19	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW"	16	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX"	20	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA"	18	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARR"	6	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNO"	13	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI"	2	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ"	3	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MVRC"	5	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR"	50	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT"	96	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Acid_resistance|Acid_resistance_protein|ASR"	6	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Acid_resistance|Acid_resistance_protein|GADA"	108	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Acid_resistance|Acid_resistance_protein|GADB"	62	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Acid_resistance|Acid_resistance_protein|GADC"	19	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Acid_resistance|Acid_resistance_protein|HDEA"	13	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Acid_resistance|Acid_resistance_protein|HDEB"	24	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Acid_resistance|Acid_resistance_protein|YDEP"	15	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Acid_resistance|Acid_resistance_regulator|EVGA"	9	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Acid_resistance|Acid_resistance_regulator|GADE"	16	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Biguanide_resistance|Biguanide_cation_efflux|CEPAB"	7	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMDB"	5	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|VCAM"	1	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG"	34	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|ARIR"	5	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS"	69	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB"	30	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO"	11	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TBTB"	4	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC"	147	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEB"	6	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE"	39	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Paraquat_resistance|Paraquat_resistance_protein|NMPC"	10	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA"	28	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB"	9	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Peroxide_resistance|peroxide_resistance_protein|YDEI"	6	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA"	16	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB"	38	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI"	10	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation"	10	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation"	95	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation"	212	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARY"	6	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE"	11	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME"	16	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6"	28	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9"	20	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME"	15	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6"	36	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation"	87863	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RPSL|RequiresSNPConfirmation"	3	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation"	10369	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation"	7854	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation"	7855	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA"	38	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Drugs|betalactams|Class_A_betalactamases|ACI"	18	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Drugs|betalactams|Class_A_betalactamases|BLA1"	1	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Drugs|betalactams|Class_A_betalactamases|CFX"	4917	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Drugs|betalactams|Class_A_betalactamases|TEM"	592	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Drugs|betalactams|Class_B_betalactamases|BC"	1	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Drugs|betalactams|Class_C_betalactamases|ACT"	26	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
"Drugs|betalactams|Class_C_betalactamases|AMPC"	31	307094	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_54_P2A18_feces_S54.txt"
